"","reg","name","slope1","peak","cum","pop_density_km","pop_white_perc","unemploy_perc","address_garden_perc","green_km_pp","urban_km_pp","frag","ln","lt","meantempperiod","meanrainperiod","r2","meantempperiod2","meanrainperiod2","av_garden_m","meantempperiod_total","meanrainperiod_total","pval","slope2","meanrelpark1","meanrelmob1","meanrelnotpark1","meanrelpark2","meanrelmob2","meanrelnotpark2","parkpref1","parkpref2","ihsslope1","ihsslope2","meanrelparktotal","meanrelmobtotal","meanrelnotparktotal","parkpreftotal"
"51","North West","Oldham",0.056937023,48,1137,0.000163435,70.68965517,4.5,91,0.000184897,0.001786661,4.129375,-2.0527401,53.55767822,7.45,0.492692307692308,0.662259075944614,12.3457724835491,0.368345364215087,166,11.0335035704328,0.401675472775991,1.43636922753157e-06,-0.017292,-17.9117923349482,-28.451822255942,-30.5598282401407,9.30331117262771,-30.346750867321,-38.2767632753107,12.6480359051925,47.5800744479384,2.44013188434737,-1.3155316127519,2.00854116028778,-29.8388318580853,-36.20830646176,38.2168476220478
"52","North West","Preston",0.102978685,16,465,9.9e-05,75.88652482,3.7,88,0.000121959,0.000999282,5.719375,-2.71816993,53.82199097,6.40833333333333,0.18,0.527779040305455,11.5480595848572,0.497035796784428,223.7,10.7771006471286,0.449480427266764,0.00478623676743403,-0.0079186,10.4045850008922,-17.0276039812784,-22.5140417777125,24.2198783319348,-23.1325867703747,-32.6030797908366,32.9186267786047,56.8229581227714,3.0274332849606,-0.726299357237977,22.1475843322784,-22.2168393520103,-31.089724088868,53.2373084211464
"53","South East","Reading",0.045211073,36,580,0.000402747,65.03067485,3.4,86,0.001691771,0.000651813,4.99125,-0.99071002,51.45301819,8.46363636363636,0.436060606060606,0.634257005057684,10.9609756097561,0.621219512195122,228.8,9.8472972972973,0.538648648648649,6.44782016144344e-07,-0.028452,-1.89370828637415,-30.238390221839,-35.907326608932,15.296626163881,-35.5791634492537,-45.7543213718806,34.0136183225578,61.0509475357616,2.21391632136034,-1.76832344529036,7.63066620633478,-33.1974672802715,-41.3630939775927,48.9937601839275
"54","London","Redbridge",0.032248154,47,734,0.000535958,31.22923588,4.3,88,0.002233508,0.000748179,4.7075,0.070085,51.58589172,6.89090909090909,0.564545454545455,0.591936011410167,10.5823529411765,0.672058823529412,196,9.13214285714286,0.629821428571429,0.006693285534715,-0.021912,-10.219090579312,-23.8104285767119,-26.5286961761919,-10.3648283784842,-33.4682148712491,-38.0888921698021,16.3096055968799,27.7240637913179,1.88723936777127,-1.52601298134171,-10.3075742430951,-29.6740845412524,-33.5473866008838,23.2398123577887
"55","South East","Reigate and Banstead",0.037633744,22,484,0.000112458,83.44827586,2.2,87,0.000219849,0.000423772,6.761875,-0.19870999,51.258461,7.58965517241379,0.682068965517241,0.735248745861409,10.6148148148148,0.831851851851852,488.6,9.04821428571429,0.754285714285714,0.000173265391684515,-0.027179,-3.64697732614872,-27.1636025152197,-31.8669275530339,-0.589639245012759,-32.7981722140125,-39.2398788078124,28.2199502268851,38.6502395627997,2.03566497988505,-1.72525072145742,-2.17290360845817,-29.8802700485662,-35.4217433365878,33.2488397281297
"56","North West","Rochdale",0.088105347,36,866,0.000136948,75.57603687,5.6,92,0.000175507,0.00070104,4.26125,-2.14784002,53.60741043,7.13529411764706,0.632352941176471,0.62256724994898,11.5379501930089,0.558579525548541,187.5,10.75010647426,0.571781084134591,4.95585260466167e-06,-0.0086949,4.75847403829978,-19.6416512384654,-24.5216762938185,29.412067336934,-22.9626884135639,-33.4376395636635,29.2801503321182,62.8497069005976,2.8723004534462,-0.786016362742669,25.0003716940205,-22.3683975506516,-31.842151399586,56.8425230936065
"57","Yorkshire and The Humber","Rotherham",0.066544934,35,987,9.15e-05,91.63498099,5,95,0.000338207,0.000315312,5.66125,-1.28650999,53.3955307,6.9,0.5075,0.716673127981447,11.3903225806452,0.44258064516129,246.7,10.4692307692308,0.455897435897436,0.00020289312257673,-0.0082224,14.033395065667,-5.77938394891324,-9.7419397518293,32.4893293725028,-13.4470890553473,-22.6343727409173,23.7753348174963,55.1237021134201,2.59403788696179,-0.749940731929599,28.7034966941775,-11.8742264694121,-19.98977110213,48.6932677963075
"58","North West","Salford",0.022000488,33,966,0.000256474,81.0483871,4.6,82,0.000640946,0.000569295,6.20375,-2.38485003,53.47927094,7.772,0.3404,0.721448993619239,12.1382303793617,0.660561606314754,169.8,10.9645125354472,0.574496658380681,0.0272197777754858,-0.016151,8.00617089756152,-30.1770039877664,-37.813638964832,36.7898947286257,-26.2555633803854,-38.8646550021877,45.8198098623935,75.6545497308134,1.52968068848847,-1.25695925431383,29.0523345589848,-27.3097140812943,-38.5821238093501,67.6344583683349
"59","West Midlands","Sandwell",0.064645861,37,1072,0.000378794,62.22910217,5.5,92,0.004291674,0.000428488,3.149375,-2.00770998,52.51477051,7.18095238095238,0.688095238095238,0.629108527723929,11.597087792247,0.605850748172144,187.5,10.6208894381713,0.624031109102512,1.55722197179868e-05,-0.017544,-5.27667986557438,-21.3792090124064,-24.5997148417728,14.3994269766333,-29.2951712338627,-38.0340908759619,19.3230349761984,52.4335178525952,2.56541535955486,-1.32807871159231,10.0499717799348,-27.5453269533302,-35.0643866999832,45.114358479918
"60","North West","Sefton",0.103512682,45,938,0.000177779,94.90909091,3.4,92,0.001826423,0.000405889,2.921875,-2.99203992,53.48210144,6.84210526315789,0.512105263157895,0.781850004541653,11.5833333333333,0.457333333333333,239.6,10.4430379746835,0.470506329113924,7.67120064851402e-08,-0.023491,-45.0516672829248,-36.204180503171,-34.4346831472203,-25.0057605083848,-39.0680532268677,-41.8805117705643,-10.6169841357045,16.8747512621794,3.03258130541329,-1.58968213440697,-29.8269279604894,-38.3792737110419,-40.0897428611524,10.262814900663
"61","Yorkshire and The Humber","Sheffield",0.159534556,110,2671,0.000156191,80.83623693,4.2,86,0.000266022,0.000501658,4.71875,-1.54253995,53.40357971,7.43571428571429,0.911428571428571,0.778284065336055,11.6366241651725,0.669661482064517,216.4,11.1019629077869,0.70043183889267,1.59275725969568e-07,-0.016271,-15.3308098724293,-22.621919457175,-24.0801413741242,15.0349765347468,-28.2127567081927,-36.8623033567806,8.74933150169483,51.8972798915274,3.4638034633132,-1.2632593991211,11.1702400829244,-27.5011956035177,-35.2354827408061,46.4057228237305
"62","West Midlands","Solihull",0.121534534,32,653,0.000119416,84.03755869,4.1,90,0.000294592,0.000279165,6.00625,-1.71557999,52.43099976,7.19285714285714,0.485714285714286,0.618940208284716,10.1807692307692,0.545961538461538,358.9,9.5469696969697,0.533181818181818,0.000148938736292231,-0.022461,-15.58118180477,-19.7730508190314,-20.6114246218836,-27.181110574223,-36.4930658984826,-38.3554569633345,5.0302428171136,11.1743463891116,3.19244880593122,-1.54857286953837,-24.7205196231269,-32.9463960331445,-34.591571315148,9.87105169202109
"63","South East","Southampton",0.113100119,22,546,0.000498906,72.90836653,4.5,83,0.00175888,0.000820317,4.29,-1.40024996,50.92037964,7.29375,0.6525,0.714489778290611,10.2068181818182,0.641136363636364,199.1,9.43,0.644166666666667,1.02292042461388e-07,-0.010424,-14.125,-19.71875,-20.8375,-18.6136363636364,-38.1264214009473,-42.0289784084095,6.7125,23.4153420447731,3.12078422001968,-0.911039392056425,-17.4166666666667,-33.2177090273613,-36.3779174995003,18.9612508328336
"64","London","Southwark",0.071069642,56,1260,0.001092633,40.83601286,4.8,66,0.015829527,0.001227419,2.554375,-0.07309,51.46588898,6.948,0.8892,0.791154828643449,9.808,0.5732,132.5,8.85466666666667,0.678533333333333,6.55946090191485e-07,-0.026455,17.1249555561937,-14.9817484202256,-21.4030892155095,13.4785273778782,-29.050130985431,-37.5558626580928,38.5280447717032,51.0343900359711,2.65913562684153,-1.69995335148511,14.6940034373167,-24.3606701303625,-32.1716048438984,46.8656082812151
"65","North West","St. Helens",0.079090858,31,739,0.000131372,96.62921348,4.3,95,0.00056868,0.000387215,5.888125,-2.70309997,53.45861816,6.65625,0.35625,0.514543190154591,10.4108695652174,0.587608695652174,191.3,9.44193548387097,0.527903225806452,0.00629756998264286,-0.019856,-34.7283391969611,-33.6606617565368,-33.4471262684519,-22.7374494270583,-36.1153365073085,-38.7909139233586,-1.28121292850922,16.0534644963002,2.76513220225748,-1.43717699005131,-25.8318725934849,-35.4818720554965,-37.4118719478988,11.5799993544139
"66","North West","Stockport",0.063234987,45,1052,0.0002309,88.3161512,3.7,91,0.000686029,0.000359805,4.755,-2.12467003,53.39115906,7.6448275862069,0.511724137931034,0.70592783815395,11.6,0.520192307692308,248.2,10.183950617284,0.51716049382716,7.96410076749847e-09,-0.028337,-12.8696259583415,-25.3021104477548,-27.7886073456375,12.3588609048665,-25.7379700000483,-33.3573361810313,14.918981387296,45.7161970858977,2.54361408473092,-1.76450334434583,3.32643968223648,-25.581921518363,-31.3635937584829,34.6900334407194
"67","West Midlands","Stoke-on-Trent",0.026313495,24,836,0.000272267,82.21343874,4.7,94,0.000825394,0.000437693,4.98875,-2.15888,53.01707077,8.49032258064516,0.248387096774194,0.527930359098686,11.9029951290643,0.707959922451605,170.7,10.7654376129246,0.554768980559134,0.000762428226670193,-0.013595,-4.42424242424242,-29.8787878787879,-34.969696969697,27.67177351067,-24.2824821926661,-34.6733333333333,30.5454545454545,62.3451068440033,1.69493823604274,-1.11421428479309,16.2828646305398,-26.26826808129,-34.7784946236559,51.0613592541957
"68","North East","Sunderland",0.096245423,60,1373,0.000200406,95.30685921,6.5,94,0.000833203,0.000469514,5.9925,-1.43343997,54.85720062,6.98095238095238,0.386666666666667,0.797385790942778,11.0875,0.57,162.6,9.83768115942029,0.514202898550725,6.26978949653792e-08,-0.026711,-13.917184040386,-22.4863683678372,-24.2002052333274,-8.3847492709268,-26.7484612891867,-30.4212036928387,10.2830211929414,22.0364544219119,2.96015150245447,-1.70896694989135,-10.0685337659796,-25.4513025739934,-28.5278563355962,18.4593225696166
"69","London","Sutton",0.07198271,54,703,0.000456418,66.33663366,4.2,88,0.00333578,0.000572239,3.66125,-0.17227,51.3575592,6.935,0.621,0.524530350072131,10.3628571428571,0.652857142857143,254,9.11636363636364,0.641272727272727,0.000320109874999393,-0.025347,-12.1944041666253,-19.3147685633079,-20.7388414426445,-10.1397504870544,-28.9463099270727,-32.7076218150764,8.54443727601912,22.567871328022,2.67177833769084,-1.66004186316417,-10.8868972796256,-25.4439312493401,-28.355338043283,17.4684407636573
"70","South West","Swindon",0.07152334,19,432,9.47e-05,81.19266055,3.5,91,0.000286921,0.001120397,5.20125,-1.73367,51.57762909,7.76,0.1145,0.57635479954357,10.4153846153846,0.683076923076923,216.4,9.51525423728814,0.490338983050847,2.02111606846109e-05,-0.022829,-11.2440630821207,-33.0455946534666,-37.4059009677357,-0.723175610094365,-34.5397959944128,-41.3031200712764,26.161837885615,40.5799444611821,2.66543750078197,-1.56343892980968,-4.28957814298464,-34.0332870652785,-39.9820288497372,35.6924507067526
"71","North West","Tameside",0.037547681,28,846,0.000217667,85.71428571,4.1,92,0.000398329,0.000517993,5.343125,-2.0769999,53.47866821,7.12,0.7756,0.502389177025386,11.8911981182135,0.654548771765412,166.6,10.6983985886601,0.684811578824059,3.89169552835207e-05,-0.005272,4.7613373414439,-19.7622480037584,-24.6669650727988,22.2013431071973,-23.874538661241,-33.0897150149287,29.4283024142427,55.291058122126,2.0334524541745,-0.505406976916836,17.841341665759,-22.8464659968703,-30.9840275293962,48.8253691951552
"72","Yorkshire and The Humber","Wakefield",0.073506588,28,772,9.9e-05,88.98809524,4.3,91,0.000410254,0.000277709,5.409375,-1.42092001,53.65922165,6.73529411764706,0.335294117647059,0.642476446673971,11.8106386455793,0.328260161552989,236.3,10.7834855863549,0.329683700286312,2.33617794940764e-05,-0.014527,-21.5482730887483,-25.0284319645813,-25.7244637397479,6.73877669403812,-24.1342935691419,-30.3089076217779,4.1761906509996,37.0476843158161,2.69253220866618,-1.16823624331253,1.01401661895039,-24.3152501491713,-29.3811035027957,30.3951201217461
"73","West Midlands","Walsall",0.054526669,48,1090,0.000265172,75.89928058,6,91,0.001486392,0.000494068,4.87875,-1.97044003,52.60503006,7.12,0.7756,0.604384413952918,11.6440677966102,0.465084745762712,247.4,10.297619047619,0.5575,0.000168070365503367,-0.023306,6.36199862715864,-23.0149308993644,-28.890316804669,20.0251387720069,-29.5514121671835,-39.4667223550216,35.2523154318277,59.4918611270284,2.39755646061123,-1.58241176074906,15.9587280146116,-27.6060308374754,-36.3189826078928,52.2777106225044
"74","London","Waltham Forest",0.118536439,36,716,0.000703916,36.49635036,5.2,86,0.00394075,0.000906525,4.199375,-0.01881,51.59460831,7.455,0.9035,0.790377506740134,10.0258064516129,0.504516129032258,128.7,9.01764705882353,0.660980392156863,4.35073795099777e-08,-0.032758,-36.3072057314412,-31.1685945990422,-30.1408723725624,-50.777131216277,-50.2662801686273,-50.1641099590974,-6.16633335887879,-0.613021257179604,3.16755702014646,-1.9022321648601,-45.1026506339885,-42.7769917099665,-42.3118599251621,-2.79079070882634
"75","London","Wandsworth",0.042959805,45,986,0.000926222,54.82866044,3.5,73,0.009810377,0.001070189,3.190625,-0.20021001,51.45238876,7.25416666666667,0.9125,0.678709332316404,10.1744680851064,0.574255319148936,113.8,9.18732394366197,0.688591549295775,0.0015185161109215,-0.03243,-2.51241925370637,-19.9699602968357,-23.4614685054616,6.2274851659578,-33.2703888802733,-41.1699636895195,20.9490492517552,47.3974488554773,2.16410588921558,-1.89261150672884,3.27315127762062,-28.7744693591113,-35.1839934864577,38.4571447640783
"76","North West","Warrington",0.100335565,38,795,0.000116525,89.04761905,3.2,93,0.000677372,0.000272756,5.28375,-2.56167006,53.39162827,6.67647058823529,0.298823529411765,0.699387319038004,11.9313214671244,0.435020385175965,235.6,10.9161798200663,0.40870962894879,7.3229863931294e-06,-0.020271,4.14446782608492,-25.8712282573035,-31.8743674739812,34.0297970963342,-25.0272482986225,-36.8386573776138,36.0188353000661,70.868454473948,3.0015564122556,-1.4556896889514,28.2564948509451,-25.1902898815495,-35.8796468280484,64.1361416789936
"77","West Midlands","Warwick",0.088897614,14,278,4.9e-05,84.17266187,2.7,90,0.000118148,0.000637498,6.10625,-1.58369005,52.3014183,6.58125,0.3175,0.530995259135786,10.4644444444444,0.600666666666667,363.6,9.44590163934426,0.526393442622951,9.11565060387382e-05,-0.02238,-37.2611828673566,-32.6332605990246,-31.7076761453582,-22.2704732812915,-36.1105735755177,-38.8785936343629,-5.5535067219984,16.6081203530714,2.88119592563368,-1.54527341347083,-26.2024626809151,-35.1984914833228,-36.9976972438043,10.7952345628892
"78","East of England","Watford",1.905550666,17,367,0.000452228,58.7628866,3,77,0.001275048,0.000787819,5.138125,-0.40428999,51.67169952,6.625,0,0.543471373327482,10.0191489361702,0.606808510638298,211.5,9.75294117647059,0.55921568627451,0.00101957045253209,-0.015062,-8.0711019296508,-15.7480975837067,-17.2834967145179,-40.4802312454281,-36.9524857402388,-36.2469366392009,9.21239478486709,-4.2332946062272,5.94309528172358,-1.19819744518056,-37.3028656262343,-34.8736241562651,-34.3877758622712,-2.91508976396305
"79","South East","West Berkshire",0.039818251,17,351,2.23e-05,89.17197452,2.5,90,4.35e-05,0.000815424,5.598125,-1.27364004,51.44559097,8.38571428571429,0.411142857142857,0.533502953513422,10.7038461538462,0.958461538461538,625.2,9.37377049180328,0.644426229508197,3.58976383358066e-06,-0.052384,-14.1714285714286,-30.5397509429407,-33.8134154172432,-21.2307692307692,-40.9139563263891,-44.850593745513,19.6419868458146,23.6198245147438,2.0902950350003,-2.35815175862351,-17.1803278688525,-34.9615434014597,-38.5177865079811,21.3374586391287
"80","London","Westminster",0.055929817,34,650,0.001160359,34.4,4.2,63,0.016432773,0.001317935,2.379375,-0.15295,51.51221085,6.82083333333333,0.940416666666667,0.659079062532176,10.0191489361702,0.606808510638298,82.1,8.93802816901408,0.719577464788732,0.000121295935131881,-0.023495,-14.1733401801833,-24.5519833497965,-26.6277119837191,-19.3689761177813,-43.3621335017325,-48.1607649785227,12.4543718035358,28.7917888607415,2.42255754233238,-1.58983879598261,-17.6127048149312,-37.0037728869936,-40.881986501406,23.2692816864748
"81","North West","Wigan",0.103481844,42,1199,0.000172458,94.73684211,3.6,94,0.000398115,0.000483263,6.7175,-2.57246995,53.51445007,6.81666666666667,0.316666666666667,0.650154968439765,11.4709090909091,0.498909090909091,186.1,10.3232876712329,0.453972602739726,2.10701122391333e-06,-0.01317,-14.5171909182019,-28.5800994262588,-31.3926811278702,1.0987612093775,-34.343533376196,-41.4319922933107,16.8754902096684,42.5307535026882,3.03228472699381,-1.0887737281718,-2.5378303819766,-33.0013638262107,-39.0940705150575,36.5562401330809
"82","South West","Wiltshire",0.020547974,18,499,1.51e-05,92.27642276,2.7,91,2.59e-05,0.000434902,5.234375,-1.92660999,51.32883072,8.55151515151515,0.305757575757576,0.515262259225335,10.365625,0.784375,492.1,9.44461538461538,0.541384615384615,0.00233938518370864,-0.029972,-23.9,-31.2111111111111,-32.6733333333333,-12.7428571428571,-33.9142857142857,-38.1485714285714,8.77333333333333,25.4057142857143,1.46787643688004,-1.81756064940657,-17.8923076923077,-32.6666666666667,-35.6215384615385,17.7292307692308
"83","North West","Wirral",0.083614017,52,1349,0.000204364,94.40993789,4,93,0.00101346,0.000398886,4.715,-3.06502008,53.37453842,6.79444444444444,0.282222222222222,0.815198394814391,11.9880400738571,0.49730898467171,247.2,11.0142408933422,0.456980216712431,6.52450121939503e-07,-0.017738,3.96980078594089,-22.9619834709049,-28.3483403222741,37.4386072854988,-18.8901686209758,-30.1559238022706,32.318141108215,67.5945310877694,2.82033010269172,-1.33764568801142,31.1632060668317,-19.6536339053375,-29.8170018997713,60.9802079666029
"84","West Midlands","Wolverhampton",0.047850903,37,1026,0.000373321,65.63706564,6.7,89,0.001761053,0.00053038,4.57,-2.12746,52.59788132,7.12692307692308,0.842307692307692,0.521125145412883,11.8611819774945,0.534105449310747,246.8,10.551706111379,0.619352878224796,0.000240672487117074,-0.017554,-44.8587338063207,-30.3106204342517,-27.4009977598379,-15.6400849668256,-34.5882118064141,-38.3778371743318,-17.4577360464828,22.7377522075062,2.26939589549509,-1.32857380514946,-23.7218389011541,-33.4050482353905,-35.3416901022378,11.6198512010837
